query_id,relevance_docid,weighted_avg_score
23849,2647769,2.618556701
23849,4834498,2
23849,7311204,2
23849,1739455,2
23849,188190,2
23849,4348282,1.871794872
23849,5888570,1.864197531
23849,3513239,1.8375
23849,7119957,1.837209302
23849,8752783,1.8125
23849,188246,1.649350649
23849,8769995,1.64556962
23849,8059826,1.642857143
23849,2183977,1.634146341
23849,5529682,1.5
23849,8466750,1.46031746
23849,4688091,1.459459459
23849,178252,1.287878788
23849,5925321,1.253731343
23849,7084426,1.231884058
23849,4482145,1.22972973
23849,1295848,1.228571429
23849,653142,1.220779221
23849,6667419,1.215805471
23849,8062904,1.019230769
23849,8246990,1
23849,8133127,1
23849,436721,1
23849,2017213,1
23849,5885925,1
23849,1827512,1
23849,6440050,1
23849,1333480,1
23849,799642,1
23849,6054726,1
23849,964148,1
23849,1622747,1
23849,8466742,1
23849,1449785,1
23849,1825393,1
23849,886103,1
23849,2491823,1
23849,522359,1
23849,6769988,1
23849,2540071,1
23849,7431268,1
23849,7736747,1
23849,2199035,1
23849,244830,1
23849,5363400,1
23849,891365,1
23849,2132534,0.98245614
23849,5811573,0.961538462
23849,4141983,0.945205479
23849,892160,0.875
23849,1562442,0.757575758
23849,7060905,0.756756757
23849,3744747,0.753424658
23849,1113803,0.75
23849,336778,0.746478873
23849,7087828,0.745501285
23849,2063280,0.742857143
23849,542113,0.731343284
23849,273820,0.720588235
23849,2210428,0.714285714
23849,2039331,0.712121212
23849,4844981,0.712121212
23849,2674124,0.652173913
23849,8293999,0.612244898
23849,7120002,0.544303797
23849,1170902,0.525641026
23849,641196,0.525
23849,293608,0.519480519
23849,6739225,0.506849315
23849,8636113,0.487804878
23849,2466882,0.485714286
23849,7088689,0.450581395
23849,8466748,0.392857143
23849,8501571,0.361111111
23849,2516458,0.350877193
23849,2204433,0.350877193
23849,7685265,0.337837838
23849,3550643,0.337349398
23849,3185492,0.293398533
23849,8723108,0.285359801
23849,3181495,0.273972603
23849,421164,0.179775281
23849,3643765,0.179487179
23849,6041916,0.174418605
23849,4190254,0.125
23849,490331,0.092879257
23849,6728787,0.076923077
23849,8010561,0
23849,6722889,0
23849,4091550,0
23849,6722890,0
23849,3654335,0
23849,1680203,0
23849,8549434,0
23849,727869,0
156498,1663164,2.79787234
156498,1066785,2.404255319
156498,4273410,2.217391304
156498,3301563,2.20212766
156498,104803,2.20212766
156498,3301559,2
156498,4273419,2
156498,104801,2
156498,4960216,2
156498,7300615,2
156498,1575717,2
156498,3669926,2
156498,3446475,2
156498,494572,2
156498,494571,2
156498,6648985,2
156498,8648975,1.815217391
156498,3669928,1.684210526
156498,1434103,1.657894737
156498,8648972,1.634146341
156498,4273412,1.595505618
156498,1575716,1.467532468
156498,6871676,1.422222222
156498,5043014,1.382022472
156498,6819258,1.369047619
156498,1575718,1.356321839
156498,307019,1.264705882
156498,3852379,1.243243243
156498,4960218,1.238095238
156498,5606983,1.234567901
156498,645636,1.217391304
156498,603431,1.189189189
156498,1118223,1.182926829
156498,1406647,1.030769231
156498,7075146,1
156498,8615228,1
156498,104800,1
156498,8615231,1
156498,5043013,1
156498,2126091,1
156498,6460157,1
156498,5820818,1
156498,7807890,1
156498,1434101,1
156498,2079878,1
156498,1584048,0.93442623
156498,3397580,0.797101449
156498,1663169,0.787878788
156498,3109234,0.787878788
156498,8439464,0.723684211
156498,172094,0.71875
156498,3288004,0.709677419
156498,1615199,0.704607046
156498,4325222,0.696969697
156498,7835392,0.666666667
156498,6648988,0.554216867
156498,8606129,0.525641026
156498,2427097,0.514138817
156498,7456851,0.490196078
156498,3397575,0.486842105
156498,6648981,0.486111111
156498,8823842,0.484848485
156498,7585248,0.47826087
156498,5606985,0.435483871
156498,8146073,0.395604396
156498,8615224,0.333333333
156498,841995,0.326086957
156498,3397578,0.317073171
156498,3397576,0.314009662
156498,2206872,0.305623472
156498,6648982,0.296296296
156498,8238887,0.296296296
156498,1998237,0.275
156498,5670872,0.254452926
156498,7807893,0.243243243
156498,3287997,0.222222222
156498,6792607,0.217391304
156498,3288005,0.202898551
156498,8314103,0.18722467
156498,6264236,0.186813187
156498,6648986,0.176211454
156498,182690,0.17130621
156498,6555091,0.16
156498,584835,0.14573991
156498,1564664,0.142857143
156498,5230808,0.137931034
156498,6351772,0.11627907
156498,3852372,0.11627907
156498,6351773,0.095541401
156498,494576,0.038961039
156498,6351769,0.038560411
156498,3397582,0
156498,4166192,0
156498,3397583,0
156498,4767873,0
156498,1354420,0
156498,6648984,0
156498,7781695,0
156498,2427094,0
156498,4325225,0
258062,4174313,2
258062,91493,2
258062,3012167,2
258062,4159145,2
258062,4159344,2
258062,18103,2
258062,4174306,2
258062,4155912,2
258062,4174308,2
258062,4174307,2
258062,4595794,2
258062,4595795,2
258062,4159140,2
258062,2707014,2
258062,3777930,2
258062,3777927,2
258062,2940182,2
258062,3404354,2
258062,923624,2
258062,8694158,2
258062,3195767,1.811111111
258062,4174309,1.80952381
258062,8694161,1.802197802
258062,5134732,1.797752809
258062,2087378,1.674698795
258062,6347133,1.65060241
258062,7068638,1.611111111
258062,5810936,1.604395604
258062,4159137,1.435897436
258062,4159345,1.428571429
258062,5810937,1.421686747
258062,2009233,1.413333333
258062,5598944,1.305084746
258062,3695217,1.287878788
258062,2009237,1.272727273
258062,7068640,1.253968254
258062,3947004,1.2375
258062,5179887,1.233766234
258062,5326260,1.232876712
