query_id,relevance_docid,confidence,score
23849,2647769,95,2
23849,188190,95,2
23849,7119957,90,2
23849,7311204,90,2
23849,5529682,90,2
23849,8010561,85,2
23849,4834498,85,2
23849,1449785,85,2
23849,188246,80,2
23849,892160,80,2
23849,3513239,80,2
23849,5888570,80,2
23849,7084426,80,2
23849,3744747,80,2
23849,1739455,80,2
23849,8246990,80,1
23849,2017213,80,1
23849,6440050,80,1
23849,891365,80,1
23849,542113,75,1
23849,8769995,75,1
23849,178252,75,1
23849,5885925,75,1
23849,6722889,75,1
23849,8466750,75,1
23849,421164,75,1
23849,653142,75,1
23849,4348282,70,1
23849,436721,70,1
23849,1333480,70,1
23849,1622747,70,1
23849,799642,70,1
23849,8752783,70,1
23849,2491823,70,1
23849,3550643,70,1
23849,522359,70,1
23849,6041916,70,1
23849,6769988,70,1
23849,2466882,70,1
23849,4688091,70,1
23849,7431268,70,1
23849,244830,70,1
23849,4482145,65,1
23849,8059826,60,1
23849,1827512,60,1
23849,8133127,60,1
23849,2039331,60,1
23849,6054726,60,1
23849,964148,60,1
23849,8466742,60,1
23849,5925321,60,1
23849,1825393,60,1
23849,886103,60,1
23849,2063280,60,1
23849,7088689,60,1
23849,1170902,60,1
23849,2540071,60,1
23849,1113803,60,1
23849,336778,60,1
23849,2210428,60,1
23849,1295848,60,1
23849,7736747,60,1
23849,4844981,60,1
23849,6739225,60,1
23849,2183977,50,1
23849,7685265,50,1
23849,4141983,50,1
23849,641196,50,1
23849,8723108,50,1
23849,2199035,50,1
23849,8466748,40,1
23849,727869,30,1
23849,2674124,20,1
23849,5363400,20,1
23849,293608,100,0
23849,4091550,95,0
23849,8501571,95,0
23849,490331,95,0
23849,1680203,95,0
23849,7087828,95,0
23849,8636113,95,0
23849,2516458,90,0
23849,7120002,90,0
23849,3181495,90,0
23849,3654335,90,0
23849,5811573,90,0
23849,3643765,90,0
23849,2204433,90,0
23849,8549434,90,0
23849,2132534,90,0
23849,6728787,90,0
23849,1562442,90,0
23849,273820,90,0
23849,4190254,90,0
23849,7060905,85,0
23849,8062904,80,0
23849,3185492,80,0
23849,6667419,0,0
23849,6722890,0,0
23849,8293999,0,0
156498,1066785,90,3
156498,3301563,95,2
156498,104801,95,2
156498,4273410,95,2
156498,494572,95,2
156498,3301559,90,2
156498,4273419,90,2
156498,4273412,90,2
156498,8648975,90,2
156498,1663164,90,2
156498,4960216,90,2
156498,7075146,90,2
156498,104803,90,2
156498,1118223,90,2
156498,645636,90,2
156498,1575717,90,2
156498,3446475,90,2
156498,6871676,90,2
156498,3669926,90,2
156498,1434103,90,2
