query_id,relevance_docid,confidence,score
23849,4834498,90,3
23849,8466742,50,3
23849,2017213,95,2
23849,7119957,90,2
23849,2647769,90,2
23849,892160,90,2
23849,7311204,90,2
23849,188190,90,2
23849,8010561,80,2
23849,8059826,80,2
23849,8769995,80,2
23849,178252,80,2
23849,5885925,80,2
23849,6722889,80,2
23849,1739455,70,2
23849,8246990,95,1
23849,6667419,85,1
23849,3513239,85,1
23849,1827512,80,1
23849,886103,80,1
23849,2491823,80,1
23849,8549434,80,1
23849,1295848,80,1
23849,653142,80,1
23849,891365,80,1
23849,188246,75,1
23849,5888570,75,1
23849,799642,75,1
23849,5529682,75,1
23849,1113803,75,1
23849,2132534,75,1
23849,7431268,75,1
23849,273820,75,1
23849,2063280,70,1
23849,3744747,70,1
23849,336778,70,1
23849,2199035,70,1
23849,244830,70,1
23849,4844981,70,1
23849,8466748,70,1
23849,4348282,65,1
23849,1333480,60,1
23849,8133127,60,1
23849,1622747,60,1
23849,964148,60,1
23849,6722890,60,1
23849,5925321,60,1
23849,7084426,60,1
23849,3550643,60,1
23849,6769988,60,1
23849,2466882,60,1
23849,8466750,60,1
23849,7736747,60,1
23849,4482145,55,1
23849,490331,55,1
23849,2674124,50,1
23849,8752783,50,1
23849,5811573,50,1
23849,1825393,50,1
23849,6041916,50,1
23849,293608,50,1
23849,4688091,50,1
23849,1562442,50,1
23849,6739225,50,1
23849,6440050,40,1
23849,6054726,40,1
23849,7685265,40,1
23849,7060905,35,1
23849,1449785,35,1
23849,2039331,30,1
23849,2210428,20,1
23849,2540071,0,1
23849,522359,99,0
23849,1680203,99,0
23849,1170902,99,0
23849,7087828,99,0
23849,727869,99,0
23849,8501571,95,0
23849,2204433,95,0
23849,4190254,95,0
23849,2516458,90,0
23849,4091550,90,0
23849,3181495,90,0
23849,4141983,90,0
23849,421164,90,0
23849,8723108,90,0
23849,8636113,90,0
23849,3643765,85,0
23849,436721,80,0
23849,8293999,80,0
23849,7088689,80,0
23849,641196,80,0
23849,5363400,80,0
23849,2183977,75,0
23849,8062904,70,0
23849,3654335,50,0
23849,6728787,20,0
23849,542113,0,0
23849,7120002,0,0
23849,3185492,0,0
156498,1663164,95,3
156498,3669926,90,3
156498,1066785,90,3
156498,104803,98,2
156498,4273412,95,2
156498,5606983,95,2
156498,7300615,95,2
156498,3397580,95,2
156498,4273419,90,2
156498,3301563,90,2
156498,4273410,90,2
156498,104801,90,2
156498,4960216,90,2
156498,3397582,90,2
156498,104800,90,2
156498,645636,90,2
156498,1575717,90,2
156498,6871676,90,2
156498,6819258,90,2
156498,1434103,90,2
156498,494572,90,2
156498,6648985,90,2
156498,6648988,90,2
156498,4960218,90,2
156498,3301559,85,2
156498,7075146,85,2
156498,1118223,85,2
156498,8648975,80,2
156498,2079878,80,2
156498,2126091,90,1
156498,4767873,85,1
156498,1615199,85,1
156498,6460157,85,1
156498,1663169,80,1
156498,1406647,80,1
156498,5043013,80,1
156498,5043014,75,1
156498,3446475,75,1
156498,307019,75,1
156498,3109234,75,1
156498,1434101,75,1
156498,7456851,70,1
156498,3852379,70,1
156498,8648972,70,1
156498,8615228,60,1
156498,2427097,60,1
156498,8615224,60,1
156498,603431,60,1
156498,6648981,60,1
156498,3669928,50,1
156498,8615231,50,1
156498,8439464,50,1
156498,7835392,20,1
156498,6264236,15,1
156498,6351772,0,1
156498,1575718,0,1
156498,8314103,100,0
156498,8238887,100,0
156498,7807890,100,0
156498,3397578,99,0
156498,182690,99,0
156498,4325222,99,0
156498,6792607,99,0
156498,172094,99,0
156498,4325225,99,0
156498,5820818,98,0
156498,3288005,95,0
156498,6351773,95,0
156498,3852372,95,0
156498,3397575,95,0
156498,5670872,95,0
156498,6648986,95,0
156498,7781695,95,0
156498,7585248,95,0
156498,1564664,95,0
156498,584835,95,0
156498,8823842,90,0
156498,494576,90,0
156498,6351769,90,0
156498,6648982,90,0
156498,1575716,90,0
156498,3287997,90,0
156498,4166192,90,0
156498,3397583,90,0
156498,8606129,90,0
156498,2206872,90,0
156498,5230808,90,0
156498,3397576,90,0
156498,6648984,90,0
156498,7807893,90,0
156498,2427094,90,0
156498,1584048,90,0
156498,5606985,80,0
156498,3288004,80,0
