query_id,relevance_docid,confidence,score
23849,8010561,90,2
23849,2647769,90,2
23849,7119957,90,2
23849,188190,90,2
23849,8059826,80,2
23849,4348282,80,2
23849,4834498,80,2
23849,188246,80,2
23849,8769995,80,2
23849,178252,80,2
23849,6722889,80,2
23849,5888570,80,2
23849,7311204,80,2
23849,7084426,80,2
23849,1739455,80,2
23849,2199035,80,2
23849,8246990,80,1
23849,542113,80,1
23849,2017213,80,1
23849,436721,70,1
23849,6440050,70,1
23849,8752783,70,1
23849,5529682,70,1
23849,8501571,70,1
23849,2491823,70,1
23849,490331,70,1
23849,2063280,70,1
23849,3550643,70,1
23849,3744747,70,1
23849,522359,70,1
23849,336778,70,1
23849,7087828,70,1
23849,8549434,70,1
23849,7431268,70,1
23849,653142,70,1
23849,244830,70,1
23849,891365,70,1
23849,8133127,60,1
23849,6667419,60,1
23849,4482145,60,1
23849,5885925,60,1
23849,892160,60,1
23849,799642,60,1
23849,1827512,60,1
23849,2039331,60,1
23849,1333480,60,1
23849,2183977,60,1
23849,6054726,60,1
23849,964148,60,1
23849,3181495,60,1
23849,1622747,60,1
23849,5811573,60,1
23849,1449785,60,1
23849,5925321,60,1
23849,3513239,60,1
23849,1825393,60,1
23849,886103,60,1
23849,4141983,60,1
23849,6041916,60,1
23849,7088689,60,1
23849,6769988,60,1
23849,2540071,60,1
23849,2466882,60,1
23849,4688091,60,1
23849,1113803,60,1
23849,8466750,60,1
23849,2210428,60,1
23849,1295848,60,1
23849,7736747,60,1
23849,1562442,60,1
23849,8636113,60,1
23849,273820,60,1
23849,6722890,50,1
23849,8466742,50,1
23849,3185492,50,1
23849,293608,50,1
23849,4844981,50,1
23849,5363400,50,1
23849,2674124,20,1
23849,2204433,20,1
23849,1680203,99,0
23849,2516458,95,0
23849,4091550,95,0
23849,421164,95,0
23849,8723108,95,0
23849,7060905,90,0
23849,8062904,90,0
23849,7120002,90,0
23849,3654335,90,0
23849,8293999,90,0
23849,7685265,90,0
23849,3643765,90,0
23849,1170902,90,0
23849,2132534,90,0
23849,6728787,90,0
23849,727869,90,0
23849,6739225,90,0
23849,4190254,90,0
23849,8466748,90,0
23849,641196,0,0
156498,1663164,95,3
156498,3301559,95,2
156498,3301563,95,2
156498,1066785,95,2
156498,4273410,95,2
156498,645636,95,2
156498,4273419,90,2
156498,4273412,90,2
156498,8146073,90,2
156498,8648975,90,2
156498,3669928,90,2
156498,7075146,90,2
156498,104801,90,2
156498,5043014,90,2
156498,4960216,90,2
156498,104800,90,2
156498,104803,90,2
156498,1118223,90,2
156498,7300615,90,2
156498,1575717,90,2
156498,8648972,90,2
156498,3446475,90,2
156498,6871676,90,2
156498,307019,90,2
156498,1434103,90,2
156498,3669926,90,2
156498,494572,90,2
156498,603431,90,2
156498,494571,90,2
156498,6648985,90,2
156498,2079878,90,2
156498,4960218,90,2
156498,1575718,90,2
156498,5043013,80,2
156498,4767873,80,1
156498,6460157,80,1
156498,5606983,70,1
156498,1406647,70,1
156498,1575716,70,1
156498,8615228,60,1
156498,7456851,60,1
156498,8615231,60,1
156498,3397580,60,1
156498,3397575,60,1
156498,2126091,60,1
156498,5820818,60,1
156498,7807893,60,1
156498,841995,60,1
156498,3109234,60,1
156498,7807890,60,1
156498,1434101,60,1
156498,1584048,60,1
156498,7835392,20,1
156498,172094,20,1
156498,8823842,95,0
156498,494576,95,0
156498,3397582,95,0
156498,6351769,95,0
156498,3397578,95,0
156498,6351772,95,0
156498,6648982,95,0
156498,1663169,95,0
156498,8314103,95,0
156498,3852372,95,0
156498,182690,95,0
156498,4166192,95,0
156498,3397583,95,0
156498,8606129,95,0
156498,2206872,95,0
156498,5670872,95,0
156498,8238887,95,0
156498,5230808,95,0
156498,6648986,95,0
156498,8615224,95,0
156498,3397576,95,0
156498,6792607,95,0
156498,7781695,95,0
156498,6648981,95,0
156498,7585248,95,0
156498,2427094,95,0
156498,5606985,90,0
156498,3288005,90,0
156498,6351773,90,0
156498,3852379,90,0
156498,8439464,90,0
156498,3287997,90,0
156498,6819258,90,0
156498,2427097,90,0
156498,1615199,90,0
156498,4325222,90,0
156498,1998237,90,0
156498,1354420,90,0
156498,6648984,90,0
156498,4325225,90,0
156498,6648988,90,0
156498,1564664,90,0
156498,6264236,90,0
156498,584835,90,0
156498,3288004,0,0
156498,6555091,0,0
258062,8694161,90,2
258062,4174313,90,2
258062,91493,90,2
258062,3012167,90,2
258062,4159145,90,2
258062,4159344,90,2
258062,18103,90,2
258062,3195767,90,2
258062,4174306,90,2
258062,2087378,90,2
258062,3947004,90,2
258062,4155912,90,2
258062,4174307,90,2
258062,4174308,90,2
258062,6347133,90,2
258062,4159140,90,2
258062,2707014,90,2
258062,4174309,90,2
258062,4595794,90,2
258062,4595795,90,2
258062,756978,90,2
258062,5810936,90,2
258062,3777930,90,2
258062,3777927,90,2
258062,2940182,90,2
258062,3404354,90,2
258062,923624,90,2
258062,8694158,90,2
258062,3807311,80,1
258062,5456429,80,1
258062,4159345,80,1
258062,7068638,80,1
258062,3672507,80,1
258062,3807312,80,1
258062,5134732,80,1
258062,6643808,80,1
258062,2009233,80,1
258062,3683402,70,1
258062,2707010,70,1
258062,3132005,70,1
258062,3695217,70,1
258062,7450543,70,1
258062,7918982,70,1
258062,7918984,70,1
258062,4901878,70,1
258062,7450550,70,1
258062,4595262,70,1
258062,5326260,70,1
258062,7821393,70,1
258062,5810937,70,1
258062,2009235,70,1
258062,1139497,70,1
258062,1990209,70,1
258062,2898171,70,1
258062,2009237,70,1
258062,5179887,70,1
258062,1990214,70,1
258062,7344533,70,1
258062,387592,70,1
258062,4159137,60,1
258062,7526527,60,1
258062,3777936,60,1
258062,7573918,60,1
258062,7450542,60,1
258062,7068640,60,1
258062,5598944,60,1
258062,5131173,60,1
258062,18100,60,1
258062,352037,50,1
258062,5060031,20,1
258062,8293525,20,1
258062,5968758,20,1
258062,639079,20,1
258062,5677369,99,0
258062,7532084,95,0
258062,5598947,95,0
258062,5671977,95,0
258062,6643805,95,0
258062,5556800,95,0
258062,4610034,95,0
258062,6486786,95,0
258062,6643803,95,0
258062,63211,90,0
258062,3297029,90,0
258062,2875425,90,0
258062,3159992,90,0
258062,7335249,90,0
258062,7335250,90,0
258062,7655249,90,0
258062,6382557,90,0
258062,1311743,90,0
258062,60522,90,0
258062,3984587,90,0
258062,63216,90,0
258062,4595267,90,0
258062,60526,90,0
258062,8242299,90,0
258062,6059047,90,0
258062,3404355,90,0
258062,639084,10,0
1071750,3575934,95,2
1071750,3928913,95,2
1071750,4133644,95,2
1071750,8698274,90,2
1071750,8698276,90,2
1071750,8378390,90,2
1071750,8698269,90,2
1071750,8698273,90,2
1071750,8378389,90,2
1071750,8698271,90,2
1071750,8378383,90,2
1071750,4717401,90,2
1071750,8698272,90,2
1071750,8698275,90,2
1071750,3928916,90,2
1071750,7778577,90,2
1071750,3928914,90,2
1071750,8698268,90,2
1071750,3850956,90,2
1071750,8378385,80,1
1071750,8378386,80,1
1071750,3719926,80,1
1071750,8378382,80,1
1071750,3928915,80,1
1071750,8698270,80,1
1071750,6508493,80,1
1071750,8378387,80,1
1071750,8378388,75,1
1071750,27185,70,1
1071750,7018757,70,1
1071750,4133640,70,1
1071750,3928921,70,1
1071750,8378384,60,1
1071750,7018752,60,1
1071750,6508499,60,1
1071750,3086979,50,1
1071750,7018750,20,1
1071750,3928917,99,0
1071750,6335907,99,0
1071750,6330792,99,0
1071750,5032111,99,0
1071750,4939145,99,0
1071750,3318540,99,0
1071750,1628597,99,0
1071750,6733548,99,0
1071750,7850927,99,0
1071750,7141605,99,0
1071750,3042781,99,0
1071750,8837248,99,0
1071750,574320,99,0
1071750,8783990,99,0
1071750,7677637,99,0
1071750,3136366,99,0
1071750,6359062,99,0
1071750,208979,99,0
1071750,208982,99,0
1071750,5510450,95,0
1071750,5510451,95,0
1071750,6508491,95,0
1071750,5510448,95,0
1071750,4094991,95,0
1071750,4094989,95,0
1071750,331170,95,0
1071750,4094990,95,0
1071750,7421125,95,0
1071750,962661,95,0
1071750,3993789,95,0
1071750,2012614,95,0
1071750,476679,95,0
1071750,4360127,95,0
1071750,8017973,95,0
1071750,3335529,95,0
1071750,5047600,95,0
1071750,8017972,95,0
1071750,3014192,95,0
1071750,4360128,95,0
1071750,8017968,95,0
1071750,5377244,95,0
1071750,7790571,95,0
1071750,8783991,95,0
1071750,6083597,95,0
1071750,3016481,90,0
1071750,3016482,90,0
1071750,3795928,90,0
1071750,8804338,90,0
1071750,3214951,90,0
1071750,8017976,90,0
1071750,90474,90,0
1071750,6138962,90,0
1071750,8017974,90,0
1071750,3306573,90,0
1071750,3016483,0,0
1071750,2562017,0,0
1071750,7410371,0,0
1071750,6983633,0,0
1071750,2850069,0,0
1071750,3930532,0,0
1071750,3719923,0,0
1071750,2840405,0,0
1071750,7003298,0,0
67316,6680964,90,2
67316,450305,90,2
67316,7112302,90,2
67316,7630885,90,2
67316,6179107,90,2
67316,6764669,90,2
67316,2268657,90,2
67316,5195161,90,2
67316,6813041,90,2
67316,6764671,85,2
67316,7323071,80,2
67316,4922572,90,1
67316,6190971,80,1
67316,6764673,80,1
67316,3063530,80,1
67316,6190970,70,1
67316,1974375,70,1
67316,450309,70,1
67316,1408563,70,1
67316,8423873,70,1
67316,6905739,70,1
67316,8322645,70,1
67316,6290078,70,1
67316,8285749,70,1
67316,6179111,70,1
67316,7993389,70,1
67316,5644606,70,1
67316,7513151,70,1
67316,4163707,70,1
67316,1862954,70,1
67316,2365990,70,1
67316,5695908,70,1
67316,2426305,70,1
67316,4245166,70,1
67316,6683215,70,1
67316,3679350,70,1
67316,6509337,70,1
67316,4163705,60,1
67316,8431637,60,1
67316,8003840,60,1
67316,866739,60,1
67316,7688987,60,1
67316,964173,60,1
67316,3810716,60,1
67316,6290074,60,1
67316,4252546,60,1
67316,973226,60,1
67316,3810717,60,1
67316,1320687,60,1
67316,6179106,60,1
67316,4085262,60,1
67316,6764675,60,1
67316,6764668,60,1
67316,2169133,60,1
67316,6764674,60,1
67316,8806125,60,1
67316,3272839,60,1
67316,8291314,60,1
67316,6116679,60,1
67316,1913,60,1
67316,5029981,60,1
67316,8431634,60,1
67316,3694448,60,1
67316,481471,60,1
67316,40048,50,1
67316,8333879,50,1
67316,8431632,20,1
67316,1114355,20,1
67316,7786606,20,1
67316,3519736,10,1
67316,8773687,95,0
67316,4766330,95,0
67316,1974374,95,0
67316,3810719,90,0
67316,5640235,90,0
67316,4180169,90,0
67316,5181841,90,0
67316,1325092,90,0
67316,6905735,90,0
67316,6764676,90,0
67316,3679358,90,0
67316,6290080,90,0
67316,8498096,90,0
67316,2365997,90,0
67316,6698946,90,0
67316,7330184,90,0
67316,5634750,90,0
67316,308681,90,0
67316,5181839,90,0
67316,6221796,90,0
67316,2273934,90,0
67316,2173083,90,0
67316,7111673,90,0
67316,1134520,90,0
67316,4915520,90,0
67316,8285748,90,0
67316,7563006,90,0
67316,6148105,90,0
67316,8534315,90,0
67316,8261797,0,0
169208,4859433,100,3
169208,4580133,95,3
169208,2888367,95,2
169208,85987,95,2
169208,1395413,95,2
169208,4202278,95,2
169208,4580131,95,2
169208,4859438,95,2
169208,4859432,90,2
169208,4762135,90,2
169208,721607,90,2
169208,721610,90,2
169208,4580132,90,2
169208,1395417,90,2
169208,7251639,90,2
169208,1395418,90,2
169208,4762140,90,2
169208,4202275,90,2
169208,8383467,90,2
169208,3715860,90,2
169208,6808748,90,2
169208,2178936,90,2
169208,4859437,90,2
169208,8479644,90,2
169208,85985,90,2
169208,4762137,90,2
169208,4762134,90,2
169208,85989,90,2
169208,85993,90,2
169208,5618969,90,2
169208,8303019,80,2
169208,6435804,80,2
169208,2594160,70,1
169208,7251632,60,1
169208,4762142,60,1
169208,6808744,60,1
169208,7192969,60,1
169208,5748805,20,1
169208,5336241,100,0
169208,1020242,100,0
169208,1496943,100,0
169208,426968,100,0
169208,6744353,100,0
169208,4580137,95,0
169208,2888366,95,0
169208,1479804,95,0
169208,6819404,95,0
169208,6171146,95,0
169208,6171142,95,0
169208,8824703,95,0
169208,6824000,95,0
169208,886182,95,0
169208,3815795,95,0
169208,5940730,95,0
169208,2975902,95,0
169208,6947096,95,0
169208,5507046,95,0
169208,307001,95,0
169208,6145945,95,0
169208,1628101,95,0
169208,3815796,95,0
169208,426965,95,0
169208,5336242,95,0
169208,460578,95,0
169208,426969,95,0
169208,307002,95,0
169208,6568550,95,0
169208,6029383,95,0
169208,2220780,95,0
169208,4389969,95,0
169208,5818051,95,0
169208,6643675,95,0
169208,4354838,95,0
169208,5839776,95,0
169208,6252711,90,0
169208,5839768,90,0
169208,6028156,90,0
169208,5839767,90,0
169208,8416228,90,0
169208,2594161,90,0
169208,3453848,90,0
169208,5143514,90,0
169208,5818047,90,0
169208,7461961,90,0
169208,3344084,90,0
169208,6495531,90,0
169208,5748802,90,0
169208,3983295,90,0
169208,2634548,90,0
169208,1020235,90,0
169208,5143517,90,0
169208,2294759,90,0
169208,1480206,90,0
169208,2408681,90,0
169208,7566695,10,0
169208,2966461,10,0
169208,8824698,0,0
169208,3258961,0,0
169208,5252895,0,0
169208,4180364,0,0
938400,3088747,95,2
938400,3914686,95,2
938400,2071046,95,2
938400,47281,95,2
938400,3353762,95,2
938400,2532049,95,2
938400,2958107,95,2
938400,3088748,95,2
938400,4956057,95,2
938400,3353758,95,2
938400,6499450,95,2
938400,2962212,90,2
938400,4207807,90,2
938400,3353757,90,2
938400,7970190,90,2
938400,790224,90,2
938400,7239121,80,1
938400,5061328,80,1
938400,7239122,80,1
938400,3820289,80,1
938400,7239123,70,1
938400,1869047,70,1
938400,7004412,70,1
938400,5833738,70,1
938400,790219,70,1
938400,790225,70,1
938400,3088752,70,1
938400,1266524,70,1
938400,294552,70,1
938400,47283,60,1
938400,5833739,60,1
938400,1571994,60,1
938400,2962207,60,1
938400,8775001,50,1
938400,2709067,50,1
938400,2962210,50,1
938400,2367686,20,1
938400,6246560,20,1
938400,3196383,20,1
938400,1983233,99,0
938400,5154744,99,0
938400,3659760,99,0
938400,5933470,99,0
938400,3342793,99,0
938400,7029656,99,0
938400,47286,95,0
938400,3074064,95,0
938400,7313619,95,0
938400,2532051,95,0
938400,3911073,95,0
938400,2870510,95,0
938400,6499448,95,0
938400,2969902,95,0
938400,4629343,95,0
938400,4629346,95,0
938400,7861140,95,0
938400,5154749,95,0
938400,425476,95,0
938400,8678070,95,0
938400,2709062,95,0
938400,3166729,95,0
938400,5351415,95,0
938400,6769076,95,0
938400,3240932,95,0
938400,4350268,95,0
938400,7239128,95,0
938400,6246564,90,0
938400,2371820,90,0
938400,2208294,90,0
938400,4086689,90,0
938400,3088750,90,0
938400,881068,90,0
938400,6246558,90,0
938400,492658,90,0
938400,2421817,90,0
938400,2009153,90,0
938400,2962204,90,0
938400,2272355,90,0
938400,3196382,90,0
938400,7840321,90,0
938400,7219041,90,0
938400,8678067,90,0
938400,2495397,90,0
938400,3088751,90,0
938400,3424110,90,0
938400,5154745,90,0
938400,6246561,0,0
938400,47290,0,0
938400,6246557,0,0
938400,3088754,0,0
938400,8822547,0,0
938400,7861138,0,0
938400,2009151,0,0
938400,8767317,0,0
938400,5336101,0,0
938400,3088755,0,0
938400,2431595,0,0
938400,4264424,0,0
938400,4607590,0,0
938400,98010,0,0
1108651,8175412,90,2
1108651,6058576,90,2
1108651,8175407,90,2
1108651,6348741,90,2
1108651,8289561,90,2
1108651,8175415,90,2
1108651,4911228,90,2
1108651,1457501,90,2
1108651,3102792,90,2
1108651,8175408,90,2
1108651,3102791,90,2
1108651,4304301,90,2
1108651,6410066,80,1
1108651,8202831,80,1
1108651,2512383,75,1
1108651,488271,70,1
1108651,6410062,70,1
1108651,1621557,70,1
1108651,3641700,70,1
1108651,6410065,70,1
1108651,6410061,70,1
1108651,1325612,60,1
1108651,1482137,60,1
1108651,6517914,60,1
1108651,2475817,60,1
1108651,6782211,60,1
1108651,8576877,60,1
1108651,8157105,60,1
1108651,815597,60,1
1108651,1457798,60,1
1108651,1325610,60,1
1108651,7904315,60,1
1108651,6410060,50,1
1108651,1218618,50,1
1108651,4125386,20,1
1108651,7754981,20,1
1108651,3013746,20,1
1108651,5027435,99,0
1108651,7321337,99,0
1108651,3803874,99,0
1108651,6620938,95,0
1108651,2065792,95,0
1108651,1646383,95,0
1108651,3226775,95,0
1108651,3851277,95,0
1108651,4946657,95,0
1108651,3459013,95,0
1108651,5621494,95,0
1108651,4617850,95,0
1108651,1400781,95,0
1108651,893423,95,0
1108651,8254975,95,0
1108651,5715055,95,0
1108651,8189032,95,0
1108651,6965,95,0
1108651,5997928,95,0
1108651,3136702,95,0
1108651,8205807,95,0
1108651,8512412,95,0
1108651,8006613,95,0
1108651,193384,95,0
1108651,4336299,95,0
1108651,7910457,95,0
1108651,6266417,95,0
1108651,7729777,95,0
1108651,140506,95,0
1108651,8538781,95,0
1108651,140502,95,0
1108651,2745685,95,0
1108651,5141688,95,0
1108651,5798501,95,0
1108651,2881395,95,0
1108651,3253130,95,0
1108651,3960291,95,0
1108651,5877822,95,0
1108651,4613064,95,0
1108651,2040434,95,0
1108651,6663873,90,0
1108651,1371583,90,0
1108651,7563462,90,0
1108651,6985088,90,0
1108651,7038690,90,0
1108651,3727096,90,0
1108651,6985085,90,0
1108651,8266789,90,0
1108651,1971162,90,0
1108651,6623205,90,0
1108651,918309,90,0
1108651,5397297,90,0
1108651,1773494,90,0
1108651,2164085,90,0
1108651,6486048,90,0
1108651,4382120,0,0
1108651,4513249,0,0
1108651,8266790,0,0
1108651,8512413,0,0
1108651,8764446,0,0
1108651,7243391,0,0
1108651,3740104,0,0
